1388 8
  0   0   1   1   2   2   1   1
0.5 0.5 0.5 1.5 1.5 2.5 0.5 1.5
-2.302585092994e+01 1.000000000000e-10 3.575612028700e-12 -1.095248891600e-12 7.740750401800e-11 7.335801410800e-11 2.409395079300e-11 2.394811259000e-11 1.205041409697e-19 1.157790072165e-19
-4.605170185988e+00 1.000000000000e-02 2.413713398500e-02 6.176650543700e-03 7.279647231800e-04 7.117880832700e-04 9.027457220900e-06 8.979899218500e-06 1.167609408119e-03 1.122388853317e-03
-3.912023005428e+00 2.000000000000e-02 4.827170485600e-02 1.235237915100e-02 2.909782478700e-03 2.845149693700e-03 7.216987868500e-05 7.178971018100e-05 4.524851035278e-03 4.351805842077e-03
-3.506557897320e+00 3.000000000000e-02 7.240109146600e-02 1.852623947100e-02 6.539231889400e-03 6.394084417100e-03 2.432935655600e-04 2.420121577000e-04 9.862421362560e-03 9.490079486846e-03
-3.218875824868e+00 4.000000000000e-02 9.652255705700e-02 2.469723646200e-02 1.160597042400e-02 1.134861678600e-02 5.757686700500e-04 5.727367626900e-04 1.698269955754e-02 1.634992458769e-02
-2.995732273554e+00 5.000000000000e-02 1.206331924100e-01 3.086430234500e-02 1.809557394200e-02 1.769483402500e-02 1.122224087400e-03 1.116316188700e-03 2.569923986956e-02 2.475447668054e-02
-2.813410716760e+00 6.000000000000e-02 1.447298601500e-01 3.702627291600e-02 2.598959178600e-02 2.541493862400e-02 1.934305895400e-03 1.924126114000e-03 3.583628305313e-02 3.453684367029e-02
-2.659260036933e+00 7.000000000000e-02 1.688091406000e-01 4.318186434600e-02 3.526561713600e-02 3.448731550000e-02 3.062440493500e-03 3.046329775200e-03 4.722828617280e-02 4.553967406588e-02
-2.525728644308e+00 8.000000000000e-02 1.928672795100e-01 4.932965057100e-02 4.589737230300e-02 4.488661340700e-02 4.555603571300e-03 4.531648304000e-03 5.971947016304e-02 5.761474126074e-02
-2.407945608652e+00 9.000000000000e-02 2.169001380100e-01 5.546804141500e-02 5.785480853000e-02 5.658384021200e-02 6.461096004000e-03 6.427137949200e-03 7.316338453687e-02 7.062254331918e-02
-2.302585092994e+00 1.000000000000e-01 2.409031452300e-01 6.159526153300e-02 7.110421981700e-02 6.954647156800e-02 8.824327737700e-03 8.777975239000e-03 8.742248865612e-02 8.443191774628e-02
-2.207274913190e+00 1.100000000000e-01 2.648712537200e-01 6.770933032400e-02 8.560837022700e-02 8.373857246900e-02 1.168861068500e-02 1.162725110000e-02 1.023677489948e-01 9.891967073524e-02
-2.120263536200e+00 1.200000000000e-01 2.887988981500e-01 7.380804290700e-02 1.013266340400e-01 9.912093109400e-02 1.509496160400e-02 1.501577489700e-02 1.178782518456e-01 1.139702204020e-01
-2.040220828527e+00 1.300000000000e-01 3.126799575000e-01 7.988895227700e-02 1.182151480900e-01 1.156512043100e-01 1.908191588800e-02 1.898188931800e-02 1.338408309362e-01 1.294752535322e-01
-1.966112856373e+00 1.400000000000e-01 3.365077210200e-01 8.594935276500e-02 1.362269755500e-01 1.332840741100e-01 2.368535312200e-02 2.356129695600e-02 1.501497094408e-01 1.453333953815e-01
-1.897119984886e+00 1.500000000000e-01 3.602748581300e-01 9.198626490100e-02 1.553122803800e-01 1.519714143400e-01 2.893833522000e-02 2.878689938700e-02 1.667061558868e-01 1.614498920820e-01
-1.832581463748e+00 1.600000000000e-01 3.839733926600e-01 9.799642178800e-02 1.754185116200e-01 1.716624667500e-01 3.487095788100e-02 3.468864949700e-02 1.834181534741e-01 1.777363052268e-01
-1.771956841932e+00 1.700000000000e-01 4.075946813600e-01 1.039762570900e-01 1.964905966600e-01 1.923040257600e-01 4.151021602700e-02 4.129341769700e-02 2.002000823398e-01 1.941102182113e-01
-1.714798428092e+00 1.800000000000e-01 4.311293971200e-01 1.099218947500e-01 2.184711425000e-01 2.138406309200e-01 4.887988383200e-02 4.862487264100e-02 2.169724143149e-01 2.104949539303e-01
-1.660731206822e+00 1.900000000000e-01 4.545675167800e-01 1.158291404800e-01 2.413006442500e-01 2.362147662200e-01 5.700040986300e-02 5.670337696800e-02 2.336614197364e-01 2.268193034380e-01
-1.609437912434e+00 2.000000000000e-01 4.778983138600e-01 1.216934751700e-01 2.649176996300e-01 2.593670653900e-01 6.588882777500e-02 6.554589850000e-02 2.501988858907e-01 2.430172651909e-01
-1.560647748265e+00 2.100000000000e-01 5.011103561300e-01 1.275100503200e-01 2.892592288400e-01 2.832365221600e-01 7.555868293500e-02 7.516593726700e-02 2.665218466780e-01 2.590277945096e-01
-1.514127732630e+00 2.200000000000e-01 5.241915081200e-01 1.332736854100e-01 3.142606983800e-01 3.077607046200e-01 8.601997525300e-02 8.557346864700e-02 2.825723231019e-01 2.747945629012e-01
-1.469675970059e+00 2.300000000000e-01 5.471289386500e-01 1.389788675000e-01 3.398563482100e-01 3.328759726700e-01 9.727911842600e-02 9.677490282000e-02 2.982970742000e-01 2.902657269009e-01
-1.427116355640e+00 2.400000000000e-01 5.699091332400e-01 1.446197529600e-01 3.659794209600e-01 3.585176976100e-01 1.093389157200e-01 1.087730606500e-01 3.136473580452e-01 3.053937060989e-01
-1.386294361120e+00 2.500000000000e-01 5.925179114800e-01 1.501901714400e-01 3.925623923600e-01 3.846204829400e-01 1.221985523400e-01 1.215671660500e-01 3.285787024570e-01 3.201349700307e-01
-1.347073647967e+00 2.600000000000e-01 6.149404492200e-01 1.556836320300e-01 4.195372017000e-01 4.111183853300e-01 1.358536042600e-01 1.351528547500e-01 3.430506850779e-01 3.344498336196e-01
-1.309333319984e+00 2.700000000000e-01 6.371613055400e-01 1.610933318700e-01 4.468354815600e-01 4.379451350000e-01 1.502960635500e-01 1.495221993700e-01 3.570267224773e-01 3.483022608695e-01
-1.272965675813e+00 2.800000000000e-01 6.591644542800e-01 1.664121668800e-01 4.743887856200e-01 4.650343543000e-01 1.655143798200e-01 1.646637506000e-01 3.704738679585e-01 3.616596765161e-01
-1.237874356002e+00 2.900000000000e-01 6.809333200500e-01 1.716327449100e-01 5.021288137800e-01 4.923197738900e-01 1.814935175500e-01 1.805625941600e-01 3.833626177553e-01 3.744927853540e-01
-1.203972804326e+00 3.000000000000e-01 7.024508185400e-01 1.767474011500e-01 5.299876334900e-01 5.197354454400e-01 1.982150290000e-01 1.972004231700e-01 3.956667253140e-01 3.867753989677e-01
